t,car,x,y,psi,vx,vy,speed,r,ax,ay,throttle,brake_demand,steer,yaw_error,stab_out,surface,abs_enabled,stab_enabled,kappa_FL,alpha_FL,Fz_FL,Fx_FL,Fy_FL,omega_FL,brake_cmd_FL,brake_actual_FL,mu_FL,abs_state_FL,kappa_FR,alpha_FR,Fz_FR,Fx_FR,Fy_FR,omega_FR,brake_cmd_FR,brake_actual_FR,mu_FR,abs_state_FR,kappa_RL,alpha_RL,Fz_RL,Fx_RL,Fy_RL,omega_RL,brake_cmd_RL,brake_actual_RL,mu_RL,abs_state_RL,kappa_RR,alpha_RR,Fz_RR,Fx_RR,Fy_RR,omega_RR,brake_cmd_RR,brake_actual_RR,mu_RR,abs_state_RR
20.62900000000223,ontime,382.17613351585254,48.2318953013079,2.0467763416297977,12.089119851362595,0.06167020132715954,12.089277149372533,0.1173181468255001,2.306780221687019,1.478173471144487,1.0,0.0,0.030214230333805853,0.01796637330796566,0.0,wet,1,1,-0.000400397005649523,0.01370300501349213,4128.17635858325,-32.03176045196184,822.2317655830781,38.04907216612776,0.0,6.293292934319658e-68,0.6,A,-0.0002783296822882976,0.01345116060156543,3341.993789991929,-22.266374583063808,807.1183149879208,37.48587812662804,0.0,4.868674332515444e-28,0.6,A,0.04714299779131609,0.009384505303613807,4015.5062100080704,2006.4984299577404,299.5760055347535,39.8570158771407,0.0,6.293292934319658e-68,0.6,A,0.04015034360291864,0.009526727100038936,3229.3236414167504,1624.3878388378182,289.0803621951346,38.999781473233845,0.0,4.868674332515444e-28,0.6,A
20.634000000002235,ontime,382.14813318059737,48.28549796082623,2.0473695304459576,12.100692115872654,0.06181410627177654,12.100849997701681,0.1199366013384409,2.3072686185876927,1.4602009391866517,1.0,0.0,0.030099526704953448,0.0149633459424693,0.0,wet,1,1,-0.0004005039192070418,0.01334326665916767,4123.382190429857,-32.04031353656334,800.6435163759132,38.09190320946732,0.0,3.227886180026565e-68,0.6,A,-0.00028264448485427356,0.013082124091246093,3346.6083217788314,-22.611558788341885,784.9722265503052,37.5158808621829,0.0,2.497186569414889e-28,0.6,A,0.04739336062913263,0.009684316994823187,4010.891678221168,2005.653066380506,307.3846271146473,39.9110646910453,0.0,3.227886180026565e-68,0.6,A,0.04016008535263517,0.00983423828949161,3234.1178095701425,1625.1077471565,298.47195143784484,39.03116613537846,0.0,2.497186569414889e-28,0.6,A
20.63900000000224,ontime,382.12007405805286,48.33913519169334,2.047975420123849,12.112268834569571,0.061713748778627904,12.112426053754616,0.12240032549588344,2.3080260618765243,1.4445717882621714,1.0,0.0,0.029979389649788336,0.012089726455878677,0.0,wet,1,1,-0.00039703341210402086,0.013013294671939015,4119.178617232191,-31.76267296832167,780.8417582479931,38.13447027915348,0.0,1.6556116646638937e-68,0.6,A,-0.0002859181326713804,0.012743605690333545,3350.5817189986747,-22.873450613710432,764.6577352092224,37.54627069259338,0.0,1.280829305180543e-28,0.6,A,0.04760772748784818,0.009984549866292042,4006.918281001325,2004.710695165519,315.3395488061189,39.963383630636294,0.0,1.6556116646638937e-68,0.6,A,0.04021386228649193,0.010142166621676052,3238.3213827678087,1625.9009097658995,307.5566937898768,39.06460936274935,0.0,1.280829305180543e-28,0.6,A
20.644000000002247,ontime,382.0919564651085,48.39280715392915,2.0485932596151297,12.123849786162044,0.061389023011408174,12.124005206596033,0.12471823897800428,2.3087185368777026,1.4310648789858997,1.0,0.0,0.029854193408381993,0.009338204104198763,0.0,wet,1,1,-0.000393547333984997,0.012710880184530225,4115.544318360578,-31.48378671879976,762.6938867685257,38.176661598933975,0.0,8.491780166017474e-69,0.6,A,-0.0002889593780679451,0.012433379664418775,3354.0068949470515,-23.116750245435608,746.0412234994545,37.57699795599419,0.0,6.569487955373958e-29,0.6,A,0.04779819583639331,0.010284672300072796,4003.493105052948,2003.7478644757664,323.36916317468337,40.01445181412044,0.0,8.491780166017474e-69,0.6,A,0.04030041789567483,0.010449966065597211,3241.955681639422,1626.6932266625615,316.36473085410296,39.09966894077981,0.0,6.569487955373958e-29,0.6,A
20.649000000002253,ontime,382.06378067167225,48.446513981687076,2.049222341246487,12.135434434126633,0.06085833519219005,12.135587033264965,0.12689881204231154,2.3093432116532666,1.4194935258496975,1.0,0.0,0.02972428957326966,0.006701818742275212,0.0,wet,1,1,-0.00039024888021415134,0.012433957658235227,4112.429839651551,-31.21991041713211,746.0759084903303,38.218490970261,0.0,4.355509925850088e-69,0.6,A,-0.00029181909598065454,0.012149359672651206,3356.932643547352,-23.345527678452363,728.9974490730577,37.60804134453335,0.0,3.3695490742788726e-29,0.6,A,0.047973274281244586,0.010584221451451669,4000.567356452647,2002.824384264954,331.4209122318147,40.06461107973374,0.0,4.355509925850088e-69,0.6,A,0.04041124967862196,0.010757160676166595,3245.0701603484476,1627.4413262512207,324.92171011867583,39.13600505467945,0.0,3.3695490742788726e-29,0.6,A
20.65400000000226,ontime,382.03554690499817,48.50025578511889,2.049861998732434,12.147022293456944,0.06013872834597442,12.147171163048089,0.12895012780067605,2.30991039293119,1.409687555546494,1.0,0.0,0.029590008707622597,0.004173909416944316,0.0,wet,1,1,-0.00038714219501942833,0.012180600375673879,4109.788771982886,-30.971375601554268,730.8721686745258,38.25997884870687,0.0,2.233979959831617e-69,0.6,A,-0.0002945085898699267,0.011889594976893701,3359.4022595853958,-23.560687189594134,713.4093153644411,37.63938197714786,0.0,1.7282718289613348e-29,0.6,A,0.04813894957945199,0.01088279998828508,3998.097740414604,2001.978589740692,339.45473872282844,40.11410739717353,0.0,2.233979959831617e-69,0.6,A,0.04053999210472092,0.011063341454353065,3247.7112280171136,1628.1161569964895,333.24759634096705,39.1733584796336,0.0,1.7282718289613348e-29,0.6,A
20.659000000002266,ontime,382.0072553534019,48.55403265250795,2.0505116051937136,12.158612931400397,0.05924597794992907,12.158757276198921,0.13087986430048001,2.3104278825652766,1.4014906215024818,1.0,0.0,0.02945166142928416,0.0017481366993184477,0.0,wet,1,1,-0.0003842187411989562,0.011949014758124975,4107.578740845469,-30.737499295916496,716.9750087928315,38.30114520474005,0.0,1.1458282832302849e-69,0.6,A,-0.0002970370454775491,0.011652265658321484,3361.4558046411635,-23.762963638203924,699.1675830139902,37.671002041115024,0.0,8.864460641282091e-30,0.6,A,0.048299410149316435,0.011180065755622677,3996.044195358836,2001.2335638506481,347.4398809641443,40.16311799920161,0.0,1.1458282832302849e-69,0.6,A,0.040681903195558276,0.011368155883536868,3249.92125915453,1628.6992799397603,341.3576460957864,39.21153158846401,0.0,8.864460641282091e-30,0.6,A
20.66400000000227,ontime,381.97890616968766,48.60784465220405,2.0511705711070456,12.170205956137917,0.05819468008148645,12.17034509106478,0.13269528650246204,2.310901493385828,1.3947588489250649,1.0,0.0,0.029309539496873864,-0.0005815049701849706,0.0,wet,1,1,-0.0003814688505880375,0.011737533882186783,4105.760948556226,-30.517508047043,704.2843762443973,38.34200903145381,0.0,5.877055650711487e-70,0.6,A,-0.0002994134085935227,0.011435676885949719,3363.130344484799,-23.953072687481814,686.1705246672685,37.70288470844944,0.0,4.546661071717166e-30,0.6,A,0.04845755524530355,0.011475723343588986,3994.3696555152005,2000.601900949392,355.35266407476615,40.211770467985545,0.0,5.877055650711487e-70,0.6,A,0.04083346263646401,0.011671299375205505,3251.7390514437734,1629.1802545780336,349.2634354335275,39.25037341583868,0.0,4.546661071717166e-30,0.6,A
20.669000000002278,ontime,381.9504994743175,48.661691834376676,2.051838342241982,12.18180100956509,0.05699833415508987,12.181934355706302,0.13440324855534644,2.31133584167795,1.3893598026367804,1.0,0.0,0.032944282771894276,0.014235673712446939,0.0,wet,1,1,-0.0003788827537925011,0.011544610543968253,4104.299788989027,-30.31062030340009,692.7074071383336,38.3825882926523,0.0,3.014394357956176e-70,0.6,A,-0.0003016464112774436,0.011238252591649806,3364.4601020052273,-24.13171290219549,674.323544381913,37.735014111276584,0.0,2.3320230905868652e-30,0.6,A,0.048615357733458264,0.011769517405456108,3993.039897994772,2000.0890167156174,363.174888378165,40.26015637240723,0.0,3.014394357956176e-70,0.6,A,0.040992063067447064,0.011972508480180614,3253.2002110109725,1629.554522399753,356.97375514175747,39.289768158443465,0.0,2.3320230905868652e-30,0.6,A
20.674000000002284,ontime,381.9220321568054,48.715572392410564,2.0525173001841455,12.19333489664316,0.05709503664681403,12.19346856907031,0.1371617538240669,2.297735567055418,1.67036721646778,1.0,0.0,0.032806021817972306,0.01099350392174056,0.0,wet,1,1,-0.00039820381757252153,0.014922192289132155,4180.764705251799,-31.856305405801724,895.3979983026464,38.42301675273162,0.0,1.5461098014578084e-70,0.6,A,-0.00027723538966003235,0.01460526940969347,3292.174620580163,-22.17883117280259,876.3784800366834,37.763833920361876,0.0,1.1961154810636428e-30,0.6,A,0.04893668752759095,0.01208494028281801,4065.325379419837,2031.0687641559118,376.198425196474,40.31730832211255,0.0,1.5461098014578084e-70,0.6,A,0.04100930080883885,0.012297482920484831,3176.7352947482004,1596.0744832398332,358.97993485525006,39.320985539568056,0.0,1.1961154810636428e-30,0.6,A
